timestamp,y,y_next,u,setpoint,T_out,solar,occupancy,occupancy_actual,unexpected_occupancy,residual_target,u_prev,residual_prev,residual
2025-01-01 00:00:00+00:00,21.0,19.3096316523781,0.0,18.0,-1.316761336810035,0.0,0.0,0.0,0.0,-0.7293006024393662,0.0,0.0,0.0
2025-01-01 00:20:00+00:00,19.3096316523781,17.803371466335587,0.2699556678757665,18.0,-0.7247579373942136,0.0,0.0,0.0,0.0,-0.6821347456822444,0.2699556678757665,-0.7293006024393662,-0.7293006024393662
2025-01-01 00:40:00+00:00,17.803371466335587,16.643902857821907,0.2699556678757665,18.0,0.012392452711467106,15.901392742662058,1.0,1.0,0.0,-0.5350839215409664,0.2699556678757665,-0.6821347456822444,-0.6821347456822444
2025-01-01 01:00:00+00:00,16.643902857821907,15.466656210029019,0.2699556678757665,18.0,0.4271270026661161,0.0,0.0,0.0,0.0,-0.5821780315096099,0.2699556678757665,-0.5350839215409664,-0.5350839215409664
2025-01-01 01:20:00+00:00,15.466656210029019,14.46729302721023,0.2699556678757665,18.0,0.45632529858296167,0.0,0.0,0.0,0.0,-0.45036771082511784,0.2699556678757665,-0.5821780315096099,-0.5821780315096099
2025-01-01 01:40:00+00:00,14.46729302721023,13.485308559549155,0.25116027335220903,18.0,0.2399976182305586,0.0,0.0,0.0,0.0,-0.4799711258153856,0.25116027335220903,-0.45036771082511784,-0.45036771082511784
2025-01-01 02:00:00+00:00,13.485308559549155,12.681580580915746,0.25116027335220903,18.0,0.9347782688196447,0.0,0.0,0.0,0.0,-0.4023205438827304,0.25116027335220903,-0.4799711258153856,-0.4799711258153856
2025-01-01 02:20:00+00:00,12.681580580915746,11.986324749882593,0.25116027335220903,18.0,1.2154009313118483,0.0,0.0,0.0,0.0,-0.3589094347500108,0.25116027335220903,-0.4023205438827304,-0.4023205438827304
2025-01-01 02:40:00+00:00,11.986324749882593,11.777731226326631,0.25116027335220903,18.0,0.8633095564226722,23.180809434604836,0.0,0.0,0.0,-0.33251691616515444,0.25116027335220903,-0.3589094347500108,-0.3589094347500108
2025-01-01 03:00:00+00:00,11.777731226326631,11.577009304691863,0.5321019181054142,18.0,1.1846867642856707,11.28756904506387,0.0,0.0,0.0,-0.33265707735001726,0.5321019181054142,-0.33251691616515444,-0.33251691616515444
2025-01-01 03:20:00+00:00,11.577009304691863,11.353574367180261,0.5321019181054142,18.0,1.5466226334551625,2.4118021415533404,0.0,0.0,0.0,-0.3713780268680864,0.5321019181054142,-0.33265707735001726,-0.33265707735001726
2025-01-01 03:40:00+00:00,11.353574367180261,11.374144706476564,0.5321019181054142,18.0,1.8991826591661773,19.049095229088632,2.0,2.0,0.0,-0.2618737006952756,0.5321019181054142,-0.3713780268680864,-0.3713780268680864
