timestamp,y,y_next,u,setpoint,T_out,solar,occupancy,occupancy_actual,unexpected_occupancy,residual_target,u_prev,residual_prev,residual
2025-01-01 00:00:00+00:00,21.0,20.31562193737434,0.0,21.0,-3.4309324441922437,8.467439119702615,0.0,0.0,0.0,-0.24575606228034985,0.0,0.0,0.0
2025-01-01 00:15:00+00:00,20.31562193737434,19.69272574536558,0.3769499095776937,21.0,-3.132319860013789,0.0,0.0,0.0,0.0,-0.214785761578824,0.3769499095776937,-0.24575606228034985,-0.24575606228034985
2025-01-01 00:30:00+00:00,19.69272574536558,19.038488772194754,0.3769499095776937,21.0,-3.1837729985308827,0.0,0.0,0.0,0.0,-0.2675556572468274,0.3769499095776937,-0.214785761578824,-0.214785761578824
2025-01-01 00:45:00+00:00,19.038488772194754,18.44346308032032,0.3769499095776937,21.0,-2.6295305877642847,0.0,0.0,0.0,0.0,-0.2536623528480888,0.3769499095776937,-0.2675556572468274,-0.2675556572468274
2025-01-01 01:00:00+00:00,18.44346308032032,18.84279914051199,0.3769499095776937,21.0,-2.1593455391956495,17.43365223880083,0.0,0.0,0.0,-0.09113385575558297,0.3769499095776937,-0.2536623528480888,-0.2536623528480888
2025-01-01 01:15:00+00:00,18.84279914051199,19.205479245512784,1.0,21.0,-2.7094565502449472,11.448440934516686,0.0,0.0,0.0,-0.08769663729670896,1.0,-0.09113385575558297,-0.09113385575558297
2025-01-01 01:30:00+00:00,19.205479245512784,19.603398613217813,1.0,21.0,-1.599090316748973,8.136738502405478,0.0,0.0,0.0,-0.07801182758695901,1.0,-0.08769663729670896,-0.08769663729670896
2025-01-01 01:45:00+00:00,19.603398613217813,19.975501589898172,1.0,21.0,-1.6804491723236472,0.0,0.0,0.0,0.0,-0.07975273136183603,1.0,-0.07801182758695901,-0.07801182758695901
2025-01-01 02:00:00+00:00,19.975501589898172,19.7630313717008,1.0,21.0,-1.0126020528684305,4.656854430340392,0.0,0.0,0.0,-0.15032224523010385,1.0,-0.07975273136183603,-0.07975273136183603
2025-01-01 02:15:00+00:00,19.7630313717008,19.483603262146147,0.5771306182509786,21.0,-2.0373356626257664,0.0,0.0,0.0,0.0,-0.18332761858113145,0.5771306182509786,-0.15032224523010385,-0.15032224523010385
2025-01-01 02:30:00+00:00,19.483603262146147,19.32544413609912,0.5771306182509786,21.0,-1.1010361467973495,9.276866383028958,1.0,1.0,0.0,-0.12710607081264058,0.5771306182509786,-0.18332761858113145,-0.18332761858113145
2025-01-01 02:45:00+00:00,19.32544413609912,19.161609948442162,0.5771306182509786,21.0,-1.0437761174621718,0.0,0.0,0.0,0.0,-0.12140170096213154,0.5771306182509786,-0.12710607081264058,-0.12710607081264058
2025-01-01 03:00:00+00:00,19.161609948442162,19.659346605577067,0.5771306182509786,21.0,-0.9047923495348035,34.31285639376266,0.0,0.0,0.0,-0.025507898986283806,0.5771306182509786,-0.12140170096213154,-0.12140170096213154
2025-01-01 03:15:00+00:00,19.659346605577067,20.102574533640407,1.0,21.0,-1.1613740106139039,6.263750729266098,0.0,0.0,0.0,-0.03069286187644593,1.0,-0.025507898986283806,-0.025507898986283806
2025-01-01 03:30:00+00:00,20.102574533640407,20.587278208443458,1.0,21.0,-0.4008210519194408,3.9677185188036113,0.0,0.0,0.0,0.0006052203724422611,1.0,-0.03069286187644593,-0.03069286187644593
2025-01-01 03:45:00+00:00,20.587278208443458,20.97642855965856,1.0,21.0,-0.25199271565576503,0.0,0.0,0.0,0.0,-0.07937698913117686,1.0,0.0006052203724422611,0.0006052203724422611
2025-01-01 04:00:00+00:00,20.97642855965856,20.77410776841977,1.0,21.0,-0.4130631612697202,0.0,0.0,0.0,0.0,-0.10631785820061523,1.0,-0.07937698913117686,-0.07937698913117686
2025-01-01 04:15:00+00:00,20.77410776841977,20.512116923666415,0.5648824051973085,21.0,-0.21141272560357335,0.0,0.0,0.0,0.0,-0.18113683272411762,0.5648824051973085,-0.10631785820061523,-0.10631785820061523
2025-01-01 04:30:00+00:00,20.512116923666415,20.337650586036418,0.5648824051973085,21.0,0.48761454396999904,7.636562052061328,0.0,0.0,0.0,-0.13537792642706492,0.5648824051973085,-0.18113683272411762,-0.18113683272411762
2025-01-01 04:45:00+00:00,20.337650586036418,20.190286357609597,0.5648824051973085,21.0,0.2504771931683738,6.11461792439755,0.0,0.0,0.0,-0.10478419613420442,0.5648824051973085,-0.13537792642706492,-0.13537792642706492
